timesteps,reward_mean,loss_mean,loss,n_updates
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249204,1287.0,0,0.0561,61050.0
249884,633.0,0,,
251335,1281.0,0,,
252371,680.0,0,,
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
252801,601.0,0,0.582,61950.0
253792,1032.0,0,,
254860,1296.0,0,,
255290,601.0,0,,
255774,593.0,0,0.577,62693.0
255774,593.0,0,0.577,62693.0
255774,593.0,0,0.577,62693.0
255774,593.0,0,0.577,62693.0
255774,593.0,0,0.577,62693.0
255774,593.0,0,0.577,62693.0
